Species,District,Responsible Department,Location,Last Inspection Date,BRR,TR no.,Department Ref. No.,OVTNo,XCoordinate,YCoordinate,Type,Condition,MitigationMeasure
榕树(细叶榕),中西区,建筑署,上亚厘毕道,22/10/2020,N,ARCHSD/CW/00214,SA1853_TS031,ARCHSD CW/49,834008,815594,OVT,呈现树洞(轻微) / 有枯枝 / 健康状况(一般) / ,适当修剪树木枝条 / 
假玉桂(樟叶朴),南区,建筑署,旧香港仔警署,7/10/2020,N,ARCHSD/S/00070,SA2304_TS002,,834196,812077,SWT,健康状况(一般) / ,
假玉桂(樟叶朴),南区,建筑署,旧香港仔警署,7/10/2020,N,ARCHSD/S/00071,SA2304_TS006,,834177,812080,SWT,健康状况(一般) / ,
榕树(细叶榕),湾仔区,建筑署,香港坟场,4/12/2020,N,ARCHSD/WC/00017,SA2322_TS001,,836500,814835,SWT,树干不正常倾斜 / 健康状况(一般) / ,
榕树(细叶榕),东区,建筑署,赛西湖公园,31/10/2020,N,ARCHSD/E/00030,SA1103_TS003,,838919,816456,SWT,健康状况(一般) / ,
大叶榕(黄葛树),东区,建筑署,庇理罗士女子中学,9/10/2020,N,ARCHSD/E/00031,SA1112_TS001,,837949,816337,SWT,健康状况(一般) / ,适当修剪树木枝条 / 
榕树(细叶榕),中西区,建筑署,荷李活道儿童游乐场,29/10/2020,N,ARCHSD/CW/00215,SA1616_TS012,,833521,816156,SWT,健康状况(一般) / ,
榕树(细叶榕),中西区,建筑署,遮打堂,8/10/2020,N,ARCHSD/CW/00217,SA1677_TS001,,833700,815502,SWT,健康状况(一般) / ,
榕树(细叶榕),中西区,建筑署,遮打堂,8/10/2020,N,ARCHSD/CW/00218,SA1677_TS002,,833693,815505,SWT,有枯枝 / 健康状况(一般) / ,适当修剪树木枝条 / 控制病虫害 / 
大叶榕(黄葛树),中西区,建筑署,遮打堂,8/10/2020,N,ARCHSD/CW/00219,SA1677_TS003,,833679,815504,SWT,有枯枝 / 健康状况(一般) / ,适当修剪树木枝条 / 
笔管榕,南区,建筑署,浅水湾泳滩,7/10/2020,N,ARCHSD/S/00072,SA2600_TS001,,838020,811051,SWT,有枯枝 / 健康状况(一般) / ,适当修剪树木枝条 / 
笔管榕,南区,建筑署,浅水湾泳滩,7/10/2020,N,ARCHSD/S/00073,SA2600_TS002,,838013,811055,SWT,健康状况(一般) / ,适当修剪树木枝条 / 
华南皂荚,湾仔区,建筑署,"维多利亚公园小山丘的南方, 斜坡编号 11SW-B/F199",16/10/2020,N,ARCHSD/WC/00019,SA1894_TS009,ARCHSD WCH/3,837307,816021,OVT,有明显破损 / 等势干并於连结位置呈现内夹树皮/腐烂/树洞/裂缝 / 健康状况(一般) / ,控制病虫害 / 
榕树(细叶榕),湾仔区,康乐及文化事务署,"皇龙道,天后古庙对面",22/1/2021,N,LCSD/WC/00022,LCSD WCH/27,LCSD WCH/27,837917,815918,OVT,健康状况(好) / ,持续监察 / 
吉贝(美洲木棉),湾仔区,康乐及文化事务署,"维多利亚公园,邻近高士威道",2/12/2020,N,LCSD/WC/00023,LCSD WCH/28,LCSD WCH/28,837713,815886,OVT,健康状况(好) / ,持续监察 / 
吉贝(美洲木棉),湾仔区,康乐及文化事务署,"维多利亚公园,邻近高士威道",2/12/2020,N,LCSD/WC/00024,LCSD WCH/29,LCSD WCH/29,837716,815882,OVT,健康状况(好) / ,持续监察 / 
吉贝(美洲木棉),湾仔区,康乐及文化事务署,"维多利亚公园,邻近高士威道",2/12/2020,N,LCSD/WC/00025,LCSD WCH/30,LCSD WCH/30,837713,815880,OVT,健康状况(一般) / ,持续监察 / 
吉贝(美洲木棉),湾仔区,康乐及文化事务署,"维多利亚公园,邻近高士威道",2/12/2020,N,LCSD/WC/00026,LCSD WCH/31,LCSD WCH/31,837712,815878,OVT,健康状况(好) / ,持续监察 / 
吉贝(美洲木棉),湾仔区,康乐及文化事务署,"维多利亚公园,邻近高士威道",2/12/2020,N,LCSD/WC/00027,LCSD WCH/32,LCSD WCH/32,837708,815876,OVT,健康状况(一般) / ,持续监察 / 
吉贝(美洲木棉),湾仔区,康乐及文化事务署,"维多利亚公园,邻近高士威道",2/12/2020,N,LCSD/WC/00028,LCSD WCH/33,LCSD WCH/33,837705,815873,OVT,健康状况(好) / ,持续监察 / 
吉贝(美洲木棉),湾仔区,康乐及文化事务署,"维多利亚公园,邻近高士威道",2/12/2020,N,LCSD/WC/00029,LCSD WCH/34,LCSD WCH/34,837702,815872,OVT,健康状况(一般) / ,持续监察 / 
吉贝(美洲木棉),湾仔区,康乐及文化事务署,"维多利亚公园,邻近高士威道",2/12/2020,N,LCSD/WC/00030,LCSD WCH/35,LCSD WCH/35,837700,815871,OVT,健康状况(好) / ,持续监察 / 
刺桐,湾仔区,康乐及文化事务署,"维多利亚公园,近网球场主场",15/3/2021,N,LCSD/WC/00031,LCSD WCH/36,LCSD WCH/36,837648,815967,OVT,健康状况(一般) / ,持续监察 / 
香榄(牛油果),湾仔区,康乐及文化事务署,"维多利亚公园,近北更衣室",10/2/2021,N,LCSD/WC/00032,LCSD WCH/37,LCSD WCH/37,837604,816071,OVT,健康状况(好) / ,持续监察 / 
香榄(牛油果),湾仔区,康乐及文化事务署,"维多利亚公园,近北更衣室",10/2/2021,N,LCSD/WC/00033,LCSD WCH/38,LCSD WCH/38,837596,816068,OVT,健康状况(好) / ,持续监察 / 
大叶榕(黄葛树),湾仔区,康乐及文化事务署,"维多利亚公园,近草地滚球场办事处",1/2/2021,N,LCSD/WC/00034,LCSD WCH/39,LCSD WCH/39,837530,816092,OVT,健康状况(好) / ,持续监察 / 
大叶榕(黄葛树),湾仔区,康乐及文化事务署,"维多利亚公园,近草地滚球场办事处",1/2/2021,N,LCSD/WC/00035,LCSD WCH/40,LCSD WCH/40,837526,816088,OVT,健康状况(好) / ,持续监察 / 
高山榕(鸡榕),湾仔区,康乐及文化事务署,"维多利亚公园,近快餐亭",1/2/2021,N,LCSD/WC/00036,LCSD WCH/41,LCSD WCH/41,837455,816018,OVT,健康状况(好) / ,持续监察 / 
青果榕,南区,建筑署,"薄扶林道139号伯大尼, 斜坡编号 11SW-C/R120",23/10/2020,N,ARCHSD/S/00074,SA2091_TS003,,831970,813704,SWT,健康状况(一般) / ,
血桐,南区,建筑署,"薄扶林道139号伯大尼, 斜坡编号 11SW-C/R120",23/10/2020,N,ARCHSD/S/00075,SA2091_TS005,,831970,813655,SWT,健康状况(一般) / ,控制病虫害 / 
榕树(细叶榕),湾仔区,建筑署,"莲花宫花园附近的公厕, 斜坡编号 11SE-A/R132",7/10/2020,N,ARCHSD/WC/00020,SA1102_TS001,,837913,815597,SWT,有枯枝 / 健康状况(一般) / ,适当修剪树木枝条 / 
榕树(细叶榕),湾仔区,建筑署,"莲花宫花园附近的公厕, 斜坡编号 11SE-A/R132",7/10/2020,N,ARCHSD/WC/00021,SA1102_TS002,,837912,815596,SWT,有枯枝 / 健康状况(一般) / ,适当修剪树木枝条 / 
朴树,中西区,建筑署,百事楼,8/10/2020,N,ARCHSD/CW/00225,SA1671_TS001,,833267,815799,SWT,健康状况(一般) / ,
榕树(细叶榕),中西区,建筑署,百事楼,8/10/2020,N,ARCHSD/CW/00226,SA1671_TS006,,833304,815787,SWT,健康状况(一般) / ,
榕树(细叶榕),中西区,建筑署,科士街临时游乐场,20/10/2020,N,ARCHSD/CW/00227,SA1745_TS001,,831093.6736,815808.571,SWT,树冠不对称 / 健康状况(一般) / ,适当修剪树木枝条 / 
榕树(细叶榕),中西区,建筑署,科士街临时游乐场,20/10/2020,N,ARCHSD/CW/00228,SA1745_TS002,,831101.9835,815810.3712,SWT,树冠不对称 / 健康状况(一般) / ,适当修剪树木枝条 / 
榕树(细叶榕),中西区,建筑署,科士街临时游乐场,20/10/2020,N,ARCHSD/CW/00229,SA1745_TS003,,831107.5,815811.2,SWT,树枝/树干裂开(轻微) / 健康状况(一般) / ,适当修剪树木枝条 / 
笔管榕,中西区,建筑署,科士街临时游乐场,20/10/2020,N,ARCHSD/CW/00230,SA1745_TS006,,831126,815815,SWT,有枯枝 / 健康状况(一般) / ,适当修剪树木枝条 / 
榕树(细叶榕),中西区,建筑署,"科士街坚弥地城游乐场近篮球场, 斜坡编号 11SW-A/R838",20/10/2020,N,ARCHSD/CW/00231,SA1745_TS005,ARCHSD CW/47,831122,815814,OVT & SWT,有枯枝 / 健康状况(一般) / ,适当修剪树木枝条 / 
榕树(细叶榕),中西区,建筑署,科士街临时游乐场,20/10/2020,N,ARCHSD/CW/00232,SA1745_TS007,,831131.5686,815815.2251,SWT,有枯枝 / 健康状况(一般) / ,适当修剪树木枝条 / 
榕树(细叶榕),中西区,建筑署,科士街临时游乐场,20/10/2020,N,ARCHSD/CW/00233,SA1745_TS008,,831139,815817,SWT,有枯枝 / 健康状况(一般) / ,适当修剪树木枝条 / 
笔管榕,中西区,建筑署,"坚弥地城游乐场, 科士街, 斜坡编号 11SW-A/R838",20/10/2020,N,ARCHSD/CW/00234,SA1745_TS020,,831142,815817,SWT,健康状况(一般) / ,
榕树(细叶榕),中西区,建筑署,科士街临时游乐场,20/12/2020,N,ARCHSD/CW/00235,SA1745_TS009,,831149.0613,815819.4375,SWT,树冠不对称 / 健康状况(一般) / ,
榕树(细叶榕),中西区,建筑署,科士街临时游乐场,20/10/2020,N,ARCHSD/CW/00236,SA1745_TS010,,831158.3876,815820.9612,SWT,健康状况(一般) / ,
榕树(细叶榕),中西区,建筑署,科士街临时游乐场,20/10/2020,N,ARCHSD/CW/00237,SA1745_TS011,ARCHSD CW/45,831167.0788,815822.3262,OVT & SWT,树枝/树干裂开(中等) / 健康状况(一般) / ,适当修剪树木枝条 / 
榕树(细叶榕),中西区,建筑署,科士街临时游乐场,20/10/2020,N,ARCHSD/CW/00238,SA1745_TS012,,831175.1351,815824.0087,SWT,健康状况(一般) / ,
榕树(细叶榕),中西区,建筑署,科士街临时游乐场,20/10/2020,N,ARCHSD/CW/00239,SA1745_TS013,ARCHSD CW/44,831181.6038,815825.215,OVT & SWT,健康状况(一般) / ,适当修剪树木枝条 / 
笔管榕,中西区,建筑署,科士街临时游乐场,20/10/2020,N,ARCHSD/CW/00240,SA1745_TS014,,831188.5488,815826.2625,SWT,健康状况(一般) / ,适当修剪树木枝条 / 
榕树(细叶榕),中西区,建筑署,科士街临时游乐场,20/10/2020,N,ARCHSD/CW/00241,SA1745_TS015,,831195,815827,SWT,有枯枝 / 健康状况(一般) / ,适当修剪树木枝条 / 
笔管榕,中西区,建筑署,科士街临时游乐场,20/10/2020,N,ARCHSD/CW/00242,SA1745_TS016,,831202,815828,SWT,健康状况(一般) / ,
榕树(细叶榕),中西区,建筑署,"科士街临时游乐场, 科士街, 斜坡编号 11SW-A/R838",20/10/2020,N,ARCHSD/CW/00243,SA1745_TS021,,831208,815829,SWT,健康状况(一般) / ,
榕树(细叶榕),中西区,建筑署,科士街临时游乐场,20/10/2020,N,ARCHSD/CW/00245,SA1684_TS001,,831103.8,815781.6,SWT,健康状况(一般) / ,
榕树(细叶榕),中西区,建筑署,科士街临时游乐场,20/10/2020,N,ARCHSD/CW/00246,SA1686_TS006,,831159,815786.5,SWT,健康状况(一般) / ,
榕树(细叶榕),中西区,建筑署,科士街临时游乐场,20/10/2020,N,ARCHSD/CW/00247,SA1686_TS005,,831159.1,815789,SWT,健康状况(一般) / ,
榕树(细叶榕),中西区,建筑署,科士街临时游乐场,20/10/2020,N,ARCHSD/CW/00248,SA1686_TS003,ARCHSD CW/46,831158,815792,OVT & SWT,健康状况(一般) / ,
榕树(细叶榕),中西区,建筑署,科士街临时游乐场,20/10/2020,N,ARCHSD/CW/00249,SA1686_TS004,,831157.5,815798.9,SWT,健康状况(一般) / ,
榕树(细叶榕),中西区,建筑署,科士街临时游乐场,15/10/2020,N,ARCHSD/CW/00250,SA1686_TS002,,831155.6,815806.4,SWT,有枯枝 / 健康状况(一般) / ,适当修剪树木枝条 / 
榕树(细叶榕),中西区,建筑署,科士街临时游乐场,20/10/2020,N,ARCHSD/CW/00251,SA1686_TS001,,831154.7,815811.9,SWT,有枯枝 / 健康状况(一般) / ,适当修剪树木枝条 / 
榕树(细叶榕),中西区,建筑署,"科士街临时游乐场, 科士街, 斜坡编号 11SW-A/R322",20/10/2020,N,ARCHSD/CW/00252,SA1687_TS001,,831166,815781,SWT,健康状况(一般) / ,
大叶榕(黄葛树),中西区,建筑署,香港动植物公园,22/10/2020,N,ARCHSD/CW/00253,SA1961_TS001,,834061,815379,SWT,有枯枝 / 健康状况(一般) / ,适当修剪树木枝条 / 
榕树(细叶榕),中西区,建筑署,坚尼地道 28号，前任行政长官办公室,16/10/2020,N,ARCHSD/CW/00254,SA1970_TS001,,834436,815250,SWT,有枯枝 / 健康状况(一般) / ,适当修剪树木枝条 / 
紫檀,中西区,康乐及文化事务署,"中区政府合署,近入口",7/8/2020,N,LCSD/CW/00175,LCSD CW/141,LCSD CW/141,834387,815590,OVT,健康状况(一般) / ,持续监察 / 
大叶榕(黄葛树),中西区,康乐及文化事务署,中区政府合署,27/10/2020,N,LCSD/CW/00176,LCSD CW/142,LCSD CW/142,834441,815604,OVT,呈现树洞(中等) / 呈现腐烂(中等) / 健康状况(差) / ,适当修剪树木枝条 / 控制病虫害 / 持续监察 / 
紫檀,中西区,康乐及文化事务署,中区政府合署(中座),27/10/2020,N,LCSD/CW/00177,LCSD CW/143,LCSD CW/143,834434,815610,OVT,呈现树洞(轻微) / 健康状况(一般) / ,安装缆索或支撑物 / 持续监察 / 
榕树(细叶榕),中西区,康乐及文化事务署,中区政府合署,27/10/2020,N,LCSD/CW/00178,LCSD CW/144,LCSD CW/144,834454,815606,OVT,呈现树洞(轻微) / 树枝/树干裂开(中等) / 健康状况(一般) / ,适当修剪树木枝条 / 控制病虫害 / 持续监察 / 
大叶榕(黄葛树),中西区,康乐及文化事务署,炮台里,19/10/2020,N,LCSD/CW/00179,LCSD CW/145,LCSD CW/145,834467,815614,OVT,呈现树洞(严重) / 健康状况(一般) / ,持续监察 / 
榕树(细叶榕),离岛区,教育局,长洲官立中学,18/12/2020,N,EDB/IS/00001,EDB/GS/CCGSS/1,,821212,807535,SWT,呈现树洞(轻微) / 有明显破损 / 健康状况(一般) / ,持续监察 / 
榕树(细叶榕),中西区,建筑署,香港佐治五世纪念公园,30/10/2020,N,ARCHSD/CW/00260,SA1712_TS005,,832847.1,816286.3,SWT,健康状况(一般) / ,
榕树(细叶榕),中西区,建筑署,"香港佐治五世纪念公园 , 斜坡编号 11SW-A/R472",30/10/2020,N,ARCHSD/CW/00261,SA1712_TS006,,832847,816276,SWT,健康状况(一般) / ,
榕树(细叶榕),中西区,建筑署,"香港佐治五世纪念公园 , 斜坡编号 11SW-A/R472",30/10/2020,N,ARCHSD/CW/00262,SA1712_TS007,,832847,816273,SWT,有枯枝 / 健康状况(一般) / ,适当修剪树木枝条 / 
榕树(细叶榕),湾仔区,路政署,"司徒拔道, 近肇辉台 5 号, 系统性监辨维修责任的斜坡编号 - 11SW-D/R206",5/4/2020,N,HYD/WC/00065,hyd_hk_11sw_d_r206_0_wt1,,836389.623,814792.652,SWT,有枯枝 / 有明显破损 / 树冠不对称 / ,持续监察 / 
榕树(细叶榕),湾仔区,路政署,"司徒拔道, 近肇辉台 5 号, 系统性监辨维修责任的斜坡编号 - 11SW-D/R206",5/4/2020,N,HYD/WC/00067,hyd_hk_11sw_d_r206_0_wt3,,836383.081,814796.354,SWT,有明显破损 / ,适当修剪树木枝条 / 持续监察 / 
榕树(细叶榕),湾仔区,路政署,"司徒拔道, 近肇辉台 5 号, 系统性监辨维修责任的斜坡编号 - 11SW-D/R206",5/4/2020,N,HYD/WC/00068,hyd_hk_11sw_d_r206_0_wt4,,836380.769,814797.62,SWT,有明显破损 / 树冠不对称 / ,持续监察 / 
榕树(细叶榕),湾仔区,路政署,"司徒拔道, 近肇辉台 5 号, 系统性监辨维修责任的斜坡编号 - 11SW-D/R206",5/4/2020,N,HYD/WC/00069,hyd_hk_11sw_d_r206_0_wt5,,836374.192,814801.323,SWT,有明显破损 / 树冠不对称 / 等势干并於连结位置呈现内夹树皮/腐烂/树洞/裂缝 / ,持续监察 / 
榕树(细叶榕),湾仔区,路政署,"司徒拔道, 近肇辉台 5 号, 系统性监辨维修责任的斜坡编号 - 11SW-D/R206",5/4/2020,N,HYD/WC/00070,hyd_hk_11sw_d_r206_0_wt6,,836365.058,814806.231,SWT,有枯枝 / 有明显破损 / 树冠不对称 / 等势干并於连结位置呈现内夹树皮/腐烂/树洞/裂缝 / ,持续监察 / 
榕树(细叶榕),湾仔区,路政署,"司徒拔道, 近肇辉台 5 号, 系统性监辨维修责任的斜坡编号 - 11SW-D/R206",5/4/2020,N,HYD/WC/00071,hyd_hk_11sw_d_r206_0_wt7,,836361.839,814807.997,SWT,有明显破损 / 树冠不对称 / 等势干并於连结位置呈现内夹树皮/腐烂/树洞/裂缝 / ,持续监察 / 
榕树(细叶榕),湾仔区,路政署,"司徒拔道, 近肇辉台 5 号, 系统性监辨维修责任的斜坡编号 - 11SW-D/R206",5/4/2020,N,HYD/WC/00073,hyd_hk_11sw_d_r206_0_wt9,,836335.701,814822.097,SWT,树冠不对称 / 树干不正常倾斜 / ,持续监察 / 
榕树(细叶榕),湾仔区,路政署,"司徒拔道, 近肇辉台 5 号, 系统性监辨维修责任的斜坡编号 - 11SW-D/R206",5/4/2020,N,HYD/WC/00074,hyd_hk_11sw_d_r206_0_wt10,,836341.055,814819.263,SWT,树冠不对称 / 树干不正常倾斜 / 等势干并於连结位置呈现内夹树皮/腐烂/树洞/裂缝 / ,持续监察 / 
榕树(细叶榕),中西区,建筑署,皇后大道西450-456号,9/10/2020,N,ARCHSD/CW/00264,SA11403_TS001,,832095,816260,SWT,树冠不对称 / 健康状况(一般) / ,适当修剪树木枝条 / 
石栗,中西区,康乐及文化事务署,宝云道11号B(近宝云殿),21/8/2020,N,LCSD/CW/00180,LCSD CW/140,LCSD CW/140,834983,814951,OVT,嫩枝枯死 (少於 5%) / 呈现树洞(轻微) / 健康状况(一般) / ,适当修剪树木枝条 / 持续监察 / 
樟,沙田区,地政总署,"马鞍山大水坑村, 富安花园11座对面山坡",6/10/2020,N,LANDSD/ST/00006,LANDSD ST/1,LANDSD ST/1,841215,829539,OVT,嫩枝枯死 (少於 5%) / 呈现树洞(中等) / ,持续监察 / 
木麻黄,离岛区,康乐及文化事务署,"梅窝, 银矿湾泳滩, 近更衣室",15/10/2020,N,LCSD/IS/00008,LCSD IS/3,LCSD IS/3,817909,814594,OVT,嫩枝枯死 (少於 5%) / 呈现树洞(轻微) / 有明显破损 / 树冠不对称 / 健康状况(好) / ,持续监察 / 
榕树(细叶榕),葵青区,政府产业署,荔景台,15/11/2020,N,GPA/KWT/00001,NT2/LKTSQ/013,,831797,822341,SWT,嫩枝枯死 (少於 5%) / 其他 / ,持续监察 / 
榕树(细叶榕),葵青区,政府产业署,荔景台,20/11/2020,N,GPA/KWT/00002,NT2/LKTSQ/004,,831848,822264,SWT,嫩枝枯死 (5 - 20%) / 其他 / ,持续监察 / 
重阳木,沙田区,土木工程拓展署,"大埔公路,近沙田乡事会路",18/12/2020,N,CEDD/ST/00062,LCSD ST/5,LCSD ST/5,837583,827243,OVT,嫩枝枯死 (少於 5%) / 健康状况(一般) / ,
重阳木,沙田区,土木工程拓展署,"大埔公路,近沙田乡事会路",18/12/2020,N,CEDD/ST/00063,LCSD ST/6,LCSD ST/6,837571,827235,OVT,嫩枝枯死 (少於 5%) / 健康状况(一般) / ,适当修剪树木枝条 / 
节果决明,中西区,地政总署,美利大厦的停车场,7/5/2015,N,LANDSD/CW/00002,LCSD CW098,LANDSD(LEASED) CW/1,834564,815461,OVT,,
榕树(细叶榕),中西区,地政总署,罗便臣道,21/1/2015,N,LANDSD/CW/00003,LANDS(LEASED) CW2,,833032.832,816034.8535,SWT,,
大叶榕(黄葛树),大埔区,路政署,颂雅路,10/9/2020,N,HYD/TP/00057,HYD TP1,HYD TP/1,835621,835721,OVT,有枯枝 / 有明显破损 / 健康状况(好) / ,适当修剪树木枝条 / 持续监察 / 
榕树(细叶榕),油尖旺区,康乐及文化事务署,九龙佐治五世纪念公园,9/11/2020,N,LCSD/YTM/00152,LCSD YTM/98,LCSD YTM/98,835321,818506,OVT,有明显破损 / ,持续监察 / 
