BBR,Condition_CHS,Condition_CHT,Condition_EN,Department_Ref__No_,District_CHS,District_CHT,District_EN,Last_Inspection_Date,Location_CHS,Location_CHT,Location_EN,MitigationMeasure_CHS,MitigationMeasure_CHT,MitigationMeasure_EN,OVTNo,Responsible_Department_CHS,Responsible_Department_CHT,Responsible_Department_EN,Species_CHS,Species_CHT,Species_EN,TR_no_,Type,XCoordinate,YCoordinate,GeometryLongitude,GeometryLatitude
N,其他土壤情况 / 滴水线范围内有限制(多於 70%) / 有树木倒塌记录 / 其他场地观察 / 茁壮程度 (正常) / 人造斜坡 / 受风情况 (部份) / 其他总体情况观察 / 综合树木风险 (中) / 综合剩余风险(中) / 没有场地改变 / ,其他土壤情況 / 滴水線範圍內有限制(多於 70%) / 有樹木倒塌記錄 / 其他場地觀察 / 茁壯程度 (正常) / 人造斜坡 / 受風情況 (部份) / 其他總體情況觀察 / 綜合樹木風險 (中) / 綜合剩餘風險(中) / 没有場地改變 / ,Man-made slope / No site changes / Other General condition observations / Other Site Condition observations / Other soil conditions / Overall residual risk(Moderate) / Overall tree risk rating (Moderate) / Restriction within dripline (Over 75%) / Tree failure record / Tree vigor (Normal) / Wind exposure (Partial) / ,SA20307_TS007,"""Central & Western""","""Central & Western""","""Central & Western""",2023-10-26,"""Sai Ying Pun Community Complex""","""Sai Ying Pun Community Complex""","""Sai Ying Pun Community Complex""",其他缓减措施 / ,其他緩減措施 / ,Others / ,,"""Architectural Services Department""","""Architectural Services Department""","""Architectural Services Department""",榕树(细叶榕),榕樹(細葉榕),Ficus microcarpa,ARCHSD/CW/02724,SWT,832971.3,816229.4,114.14488500000004,22.28494900000004
N,其他土壤情况 / 滴水线范围内有限制(25 - 50%) / 有树木倒塌记录 / 其他场地观察 / 茁壮程度 (正常) / 受风情况 (部份) / 修剪历史 (提升树冠) / 修剪历史 (缩减树冠) / 其他总体情况观察 / 综合树木风险 (低) / 石墙 / 综合剩余风险(低) / 没有场地改变 / ,其他土壤情況 / 滴水線範圍內有限制(25 - 50%) / 有樹木倒塌記錄 / 其他場地觀察 / 茁壯程度 (正常) / 受風情況 (部份) / 修剪歷史 (提升樹冠) / 修剪歷史 (縮減樹冠) / 其他總體情況觀察 / 綜合樹木風險 (低) / 石牆 / 綜合剩餘風險(低) / 没有場地改變 / ,No site changes / Other General condition observations / Other Site Condition observations / Other soil conditions / Overall residual risk(Low) / Overall tree risk rating (Low) / Pruning history (Raised) / Pruning history (Reduced) / Restriction within dripline (25 - 50%) / Stonewall / Tree failure record / Tree vigor (Normal) / Wind exposure (Partial) / ,SA20307_TS005,"""Central & Western""","""Central & Western""","""Central & Western""",2023-10-26,"""Sai Ying Pun Community Complex""","""Sai Ying Pun Community Complex""","""Sai Ying Pun Community Complex""",其他缓减措施 / ,其他緩減措施 / ,Others / ,,"""Architectural Services Department""","""Architectural Services Department""","""Architectural Services Department""",榕树(细叶榕),榕樹(細葉榕),Ficus microcarpa,ARCHSD/CW/02725,SWT,832972.7,816230.1,114.14489800000001,22.284955000000025
N,其他场地改变 / 其他土壤情况 / 滴水线范围内有限制(多於 70%) / 有树木倒塌记录 / 其他场地观察 / 茁壮程度 (正常) / 人造斜坡 / 受风情况 (部份) / 修剪历史 (清理树冠) / 挡土墙 / 其他总体情况观察 / 综合树木风险 (低) / 石墙 / 综合剩余风险(低) / 没有场地改变 / ,其他場地改變 / 其他土壤情況 / 滴水線範圍內有限制(多於 70%) / 有樹木倒塌記錄 / 其他場地觀察 / 茁壯程度 (正常) / 人造斜坡 / 受風情況 (部份) / 修剪歷史 (清理樹冠) / 擋土牆 / 其他總體情況觀察 / 綜合樹木風險 (低) / 石牆 / 綜合剩餘風險(低) / 没有場地改變 / ,Man-made slope / No site changes / Other General condition observations / Other site changes / Other Site Condition observations / Other soil conditions / Overall residual risk(Low) / Overall tree risk rating (Low) / Pruning history (Cleaned) / Restriction within dripline (Over 75%) / Retaining wall / Stonewall / Tree failure record / Tree vigor (Normal) / Wind exposure (Partial) / ,SA20307_TS004,"""Central & Western""","""Central & Western""","""Central & Western""",2023-10-26,"""Sai Ying Pun Community Complex""","""Sai Ying Pun Community Complex""","""Sai Ying Pun Community Complex""",其他缓减措施 / ,其他緩減措施 / ,Others / ,,"""Architectural Services Department""","""Architectural Services Department""","""Architectural Services Department""",榕树(细叶榕),榕樹(細葉榕),Ficus microcarpa,ARCHSD/CW/02726,SWT,832976,816231,114.14493000000004,22.28496300000006
N,其他土壤情况 / 滴水线范围内有限制(多於 70%) / 有树木倒塌记录 / 其他场地观察 / 茁壮程度 (正常) / 受风情况 (暴露) / 其他总体情况观察 / 综合树木风险 (低) / 石墙 / 综合剩余风险(低) / 没有场地改变 / ,其他土壤情況 / 滴水線範圍內有限制(多於 70%) / 有樹木倒塌記錄 / 其他場地觀察 / 茁壯程度 (正常) / 受風情況 (暴露) / 其他總體情況觀察 / 綜合樹木風險 (低) / 石牆 / 綜合剩餘風險(低) / 没有場地改變 / ,No site changes / Other General condition observations / Other Site Condition observations / Other soil conditions / Overall residual risk(Low) / Overall tree risk rating (Low) / Restriction within dripline (Over 75%) / Stonewall / Tree failure record / Tree vigor (Normal) / Wind exposure (Exposed) / ,SA2102_TS001,"""Central & Western""","""Central & Western""","""Central & Western""",2023-11-21,"""Pokfulam Transit Nursery""","""Pokfulam Transit Nursery""","""Pokfulam Transit Nursery""",其他缓减措施 / ,其他緩減措施 / ,Others / ,ARCHSD S/1,"""Architectural Services Department""","""Architectural Services Department""","""Architectural Services Department""",榕树(细叶榕),榕樹(細葉榕),Ficus microcarpa,ARCHSD/CW/03507,OVT,832022.41,813782.725,114.13568300000009,22.262852000000066
N,平地 / 土壤情况正常 / 滴水线范围内有限制(25 - 50%) / 有树木倒塌记录 / 其他场地观察 / 茁壮程度 (正常) / 受风情况 (暴露) / 修剪历史 (清理树冠) / 修剪历史 (缩减树冠) / 其他修剪历史 / 其他总体情况观察 / 综合树木风险 (低) / 综合剩余风险(低) / 没有场地改变 / ,平地 / 土壤情況正常 / 滴水線範圍內有限制(25 - 50%) / 有樹木倒塌記錄 / 其他場地觀察 / 茁壯程度 (正常) / 受風情況 (暴露) / 修剪歷史 (清理樹冠) / 修剪歷史 (縮減樹冠) / 其他修剪歷史 / 其他總體情況觀察 / 綜合樹木風險 (低) / 綜合剩餘風險(低) / 没有場地改變 / ,Flat / No site changes / Normal Soil / Other General condition observations / Other Pruning history / Other Site Condition observations / Overall residual risk(Low) / Overall tree risk rating (Low) / Pruning history (Cleaned) / Pruning history (Reduced) / Restriction within dripline (25 - 50%) / Tree failure record / Tree vigor (Normal) / Wind exposure (Exposed) / ,LCSD WCH009,"""Wan Chai""","""Wan Chai""","""Wan Chai""",2023-08-17,"""Caroline Hill Road""","""Caroline Hill Road""","""Caroline Hill Road""",其他缓减措施 / ,其他緩減措施 / ,Others / ,JUD WCH/1 (Previous no.: EMSD WCH/1),"""Architectural Services Department""","""Architectural Services Department""","""Architectural Services Department""",大叶榕(黄葛树),大葉榕(黃葛樹),Ficus virens (syn. Ficus virens var. sublanceolata),ARCHSD/WC/02200,OVT,837236,815288,114.18626700000004,22.276450000000068
Y,其他场地改变 / 土壤情况正常 / 滴水线范围内有限制(多於 70%) / 有树木倒塌记录 / 其他场地观察 / 茁壮程度 (正常) / 人造斜坡 / 受风情况 (部份) / 钢索或支架 / 修剪历史 (提升树冠) / 挡土墙 / 修剪历史 (缩减树冠) / 其他总体情况观察 / 综合树木风险 (中) / 综合剩余风险(低) / 没有场地改变 / ,其他場地改變 / 土壤情況正常 / 滴水線範圍內有限制(多於 70%) / 有樹木倒塌記錄 / 其他場地觀察 / 茁壯程度 (正常) / 人造斜坡 / 受風情況 (部份) / 鋼索或支架 / 修剪歷史 (提升樹冠) / 擋土牆 / 修剪歷史 (縮減樹冠) / 其他總體情況觀察 / 綜合樹木風險 (中) / 綜合剩餘風險(低) / 没有場地改變 / ,Cable or brace / Man-made slope / No site changes / Normal Soil / Other General condition observations / Other site changes / Other Site Condition observations / Overall residual risk(Low) / Overall tree risk rating (Moderate) / Pruning history (Raised) / Pruning history (Reduced) / Restriction within dripline (Over 75%) / Retaining wall / Tree failure record / Tree vigor (Normal) / Wind exposure (Partial) / ,LCSD WCH007,"""Wan Chai""","""Wan Chai""","""Wan Chai""",2023-03-28,"""At the junction of Sunning Road and Leighton Road""","""At the junction of Sunning Road and Leighton Road""","""At the junction of Sunning Road and Leighton Road""",清理树冠 / 缩减树冠 / ,清理樹冠 / 縮減樹冠 / ,Crown cleaning / Crown reduction / ,LANDSD(LEASED) WCH/1 (Previous no.: HKP WCH/1),"""Private Owner""","""Private Owner""","""Private Owner""",印度榕(印度橡树),印度榕(印度橡樹),Ficus elastica,TM48/WC/00001,OVT,837190,815393,114.18582100000003,22.277398000000062
N,土壤情况正常 / 滴水线范围内有限制(多於 70%) / 有树木倒塌记录 / 其他场地观察 / 茁壮程度 (正常) / 受风情况 (部份) / 修剪历史 (提升树冠) / 修剪历史 (缩减树冠) / 其他总体情况观察 / 综合树木风险 (低) / 石墙 / 综合剩余风险(低) / 没有场地改变 / ,土壤情況正常 / 滴水線範圍內有限制(多於 70%) / 有樹木倒塌記錄 / 其他場地觀察 / 茁壯程度 (正常) / 受風情況 (部份) / 修剪歷史 (提升樹冠) / 修剪歷史 (縮減樹冠) / 其他總體情況觀察 / 綜合樹木風險 (低) / 石牆 / 綜合剩餘風險(低) / 没有場地改變 / ,No site changes / Normal Soil / Other General condition observations / Other Site Condition observations / Overall residual risk(Low) / Overall tree risk rating (Low) / Pruning history (Raised) / Pruning history (Reduced) / Restriction within dripline (Over 75%) / Stonewall / Tree failure record / Tree vigor (Normal) / Wind exposure (Partial) / ,KT_7SW-C/R355_T01,"""Kwai Tsing""","""Kwai Tsing""","""Kwai Tsing""",2023-10-17,"""TO THE SOUTH OF KCTL300 ADJOINING YIP SHING STREET, Within 29 meters to the North-East of Lamppost N""","""TO THE SOUTH OF KCTL300 ADJOINING YIP SHING STREET, Within 29 meters to the North-East of Lamppost N""","""TO THE SOUTH OF KCTL300 ADJOINING YIP SHING STREET, Within 29 meters to the North-East of Lamppost N""",树冠提升 / ,樹冠提升 / ,Crown raising / ,,"""Highways Department""","""Highways Department""","""Highways Department""",榕树(细叶榕),榕樹(細葉榕),Ficus microcarpa,HYD/KWT/00023,SWT,831849,824725,114.13397100000009,22.361667000000068
N,平地 / 其他土壤情况 / 滴水线范围内有限制(25 - 50%) / 有树木倒塌记录 / 其他场地观察 / 茁壮程度 (正常) / 受风情况 (部份) / 钢索或支架 / 修剪历史 (清理树冠) / 修剪历史 (提升树冠) / 其他修剪历史 / 其他总体情况观察 / 综合树木风险 (低) / 综合剩余风险(低) / ,平地 / 其他土壤情況 / 滴水線範圍內有限制(25 - 50%) / 有樹木倒塌記錄 / 其他場地觀察 / 茁壯程度 (正常) / 受風情況 (部份) / 鋼索或支架 / 修剪歷史 (清理樹冠) / 修剪歷史 (提升樹冠) / 其他修剪歷史 / 其他總體情況觀察 / 綜合樹木風險 (低) / 綜合剩餘風險(低) / ,Cable or brace / Flat / Other General condition observations / Other Pruning history / Other Site Condition observations / Other soil conditions / Overall residual risk(Low) / Overall tree risk rating (Low) / Pruning history (Cleaned) / Pruning history (Raised) / Restriction within dripline (25 - 50%) / Tree failure record / Tree vigor (Normal) / Wind exposure (Partial) / ,LANDSD CW098,"""Central & Western""","""Central & Western""","""Central & Western""",2023-07-20,"""In the carpark of Murray Building""","""In the carpark of Murray Building""","""In the carpark of Murray Building""",其他缓减措施 / ,其他緩減措施 / ,Others / ,LANDSD(LEASED) CW/1,"""Private Owner""","""Private Owner""","""Private Owner""",节果决明,節果決明,Cassia javanica var. indochinensis,TM48/CW/00001,OVT,834564,815461,114.16034000000002,22.278012000000047
N,其他场地改变 / 其他土壤情况 / 滴水线范围内有限制(多於 70%) / 有树木倒塌记录 / 其他场地观察 / 茁壮程度 (正常) / 倾斜 (趋光性) / 人造斜坡 / 受风情况 (部份) / 挡土墙 / 其他总体情况观察 / 综合树木风险 (中) / 石墙 / 综合剩余风险(低) / 没有场地改变 / ,其他場地改變 / 其他土壤情況 / 滴水線範圍內有限制(多於 70%) / 有樹木倒塌記錄 / 其他場地觀察 / 茁壯程度 (正常) / 傾斜 (趨光性) / 人造斜坡 / 受風情況 (部份) / 擋土牆 / 其他總體情況觀察 / 綜合樹木風險 (中) / 石牆 / 綜合剩餘風險(低) / 没有場地改變 / ,Lean (Natural due to phototropism) / Man-made slope / No site changes / Other General condition observations / Other site changes / Other Site Condition observations / Other soil conditions / Overall residual risk(Low) / Overall tree risk rating (Moderate) / Restriction within dripline (Over 75%) / Retaining wall / Stonewall / Tree failure record / Tree vigor (Normal) / Wind exposure (Partial) / ,SA1691_TS001,"""Central & Western""","""Central & Western""","""Central & Western""",2023-10-26,"""No. 2 Breezy Path (Ying Wah Girls' School)""","""No. 2 Breezy Path (Ying Wah Girls' School)""","""No. 2 Breezy Path (Ying Wah Girls' School)""",清理树冠 / 其他缓减措施 / ,清理樹冠 / 其他緩減措施 / ,Crown cleaning / Others / ,,"""Architectural Services Department""","""Architectural Services Department""","""Architectural Services Department""",榕树(细叶榕),榕樹(細葉榕),Ficus microcarpa,ARCHSD/CW/03966,SWT,833077,816052,114.14591100000007,22.28334700000005
N,其他土壤情况 / 滴水线范围内有限制(多於 70%) / 有树木倒塌记录 / 其他场地观察 / 茁壮程度 (正常) / 受风情况 (受遮挡) / 修剪历史 (清理树冠) / 其他总体情况观察 / 综合树木风险 (低) / 石墙 / 综合剩余风险(低) / 没有场地改变 / ,其他土壤情況 / 滴水線範圍內有限制(多於 70%) / 有樹木倒塌記錄 / 其他場地觀察 / 茁壯程度 (正常) / 受風情況 (受遮擋) / 修剪歷史 (清理樹冠) / 其他總體情況觀察 / 綜合樹木風險 (低) / 石牆 / 綜合剩餘風險(低) / 没有場地改變 / ,No site changes / Other General condition observations / Other Site Condition observations / Other soil conditions / Overall residual risk(Low) / Overall tree risk rating (Low) / Pruning history (Cleaned) / Restriction within dripline (Over 75%) / Stonewall / Tree failure record / Tree vigor (Normal) / Wind exposure (Protected) / ,SA18902_TS001,"""Eastern""","""Eastern""","""Eastern""",2023-10-17,"""Dragon Road Park""","""Dragon Road Park""","""Dragon Road Park""",其他缓减措施 / ,其他緩減措施 / ,Others / ,,"""Architectural Services Department""","""Architectural Services Department""","""Architectural Services Department""",笔管榕,筆管榕,Ficus subpisocarpa,ARCHSD/E/03092,SWT,837949.326,816003.824,114.19318900000007,22.282914000000062
N,土壤被挤压 / 滴水线范围内有限制(多於 70%) / 有树木倒塌记录 / 其他场地观察 / 茁壮程度 (正常) / 倾斜 (趋光性) / 倾斜 (已自然修正) / 倾斜 (反应生长) / 受风情况 (部份) / 修剪历史 (清理树冠) / 其他总体情况观察 / 综合树木风险 (低) / 石墙 / 综合剩余风险(低) / 没有场地改变 / ,土壤被擠壓 / 滴水線範圍內有限制(多於 70%) / 有樹木倒塌記錄 / 其他場地觀察 / 茁壯程度 (正常) / 傾斜 (趨光性) / 傾斜 (已自然修正) / 傾斜 (反應生長) / 受風情況 (部份) / 修剪歷史 (清理樹冠) / 其他總體情況觀察 / 綜合樹木風險 (低) / 石牆 / 綜合剩餘風險(低) / 没有場地改變 / ,Compacted Soil / Lean (Natural due to phototropism) / Lean (Response growth) / Lean (Self-corrected) / No site changes / Other General condition observations / Other Site Condition observations / Overall residual risk(Low) / Overall tree risk rating (Low) / Pruning history (Cleaned) / Restriction within dripline (Over 75%) / Stonewall / Tree failure record / Tree vigor (Normal) / Wind exposure (Partial) / ,hyd_hk_11sw_a_r775_0_wt1,"""Central & Western""","""Central & Western""","""Central & Western""",2022-11-07,"""VICTORIA ROAD, Within 8 meters to the Southeast (142.21 degrees) of Lamppost 39649""","""VICTORIA ROAD, Within 8 meters to the Southeast (142.21 degrees) of Lamppost 39649""","""VICTORIA ROAD, Within 8 meters to the Southeast (142.21 degrees) of Lamppost 39649""",其他缓减措施 / ,其他緩減措施 / ,Others / ,,"""Civil Engineering and Development Department""","""Civil Engineering and Development Department""","""Civil Engineering and Development Department""",榕树(细叶榕),榕樹(細葉榕),Ficus microcarpa,CEDD/CW/00121,SWT,830489.116,815789.401,114.12080000000003,22.280969000000027
